Name;RAdeg;DEdeg;PosErr;Coord_Ref;GLON;GLAT;Xray_Type;Porb;Ppulse;Alt_Name;SpType;Vmag;e_Vmag;Gaia_DR3_ID;Gmag;e_Gmag;BP-RP;_2MASS_ID;Jmag;e_Jmag;Hmag;e_Hmag;Kmag;e_Kmag;WISE_ID;W1mag;e_W1mag;W2mag;e_W2mag;N_H;Min_Soft_Flux;Max_Soft_Flux;Soft_Xray_Var;Soft_Xray_Range;Min_Hard_Flux;Max_Hard_Flux;Hard_Xray_Var;Hard_Xray_Range;AG;Mean_Dist;Low_Dist;High_Dist;Incl;Mx;Mopt;B-V;E_B-V_;tMSP_Flag;Liu07_IDX;RK03_IDX;Orb_Ref;Pulse_Ref;Spect_Ref;Vmag_Ref;Gmag_Ref;JHK_Ref;WISE_Ref;N_H_Ref;AG_Ref;Dist_Ref;Mass_Ref
IGR J17497-2821;267.408276;-28.355009;0.63881;2020A&A...641A.136W;0.952916012711983;-0.4527129073258768;XT, BH?;;;;;;;;;;;;;;;;15.899999618530273;0.20000000298023224;;;;;;7.5;14.961100000000002;480.699979821253;32.12998909313172;0.3,10.0;29.17199945449829;36.91;1.2652543771492673;14.0,195.0;26.13240418118467;8000.0;;;60.0;;;;7.900000095367432;;129.0;;;;;;;2006ATel..909....1T;;2015MNRAS.451.3078A;2015MNRAS.451.3078A;2015MNRAS.451.3078A;
SLX 1746-331;267.4539166666666;-33.20322222222222;0.1;2007ATel.1252....1T;356.80927798300485;-2.97364504202563;US, XT, BH?;;;;;;;;;;;;;;;;17.29;0.08;;;;;;1.47500003483795;;4200.000000000001;;2.0,10.0;6.005999812483787;6.005999812483787;1.0;17.0,60.0;5.1393729436862365;8000.0;;;;;;;;;119.0;;;;;;;2007ATel.1252....1T;;2020yCat.9058....0E;2020yCat.9058....0E;2021ApJ...921..131J;
IGR J17498-2921;267.4805416666666;-29.32211111111111;0.1;2011ATel.3562....1G;0.15554336298551358;-1.0037102736690873;XB, XP, XT, BO;0.160134;0.002494;J1749-2919;;;;;;;;;17.45;0.12;15.73;0.1;15.1;0.12;;;;;;2.87;0.4;580.0;1449.9999999999998;2.0,10.0;;340.0;;20.0,100.0;10.0;7600.0;;;;1.4;0.17;;;;;69.0;2003A&A...404..301R;2003A&A...404..301R;;;;2011ATel.3562....1G;;2011ATel.3638....1T;2011ATel.3638....1T;2011ATel.3568....1L;2011A&A...535L...4P
1E 1746.7-3224;267.5163977;-32.4305842;1.0040915989391666;2010ApJS..189...37E;357.50079622549225;-2.6234013901813085;;;;;;;;;;;;;;;;;;;;;;;;2.4169999544965273;1.4000000000000001;40.0;28.57142857142857;3.0,10.0;0.0318;;;20.0,60.0;8.42160262890776;;;;;;;;;;121.0;;;;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;;
4U 1746-37;267.55303333333325;-37.05181388888889;0.3511993735757511;2002AJ....123.3255H;353.5313449824301;-5.005032557314573;XB, AS, GC, DS;0.215;;1746-3702;;8.430000305175781;0.019999999552965164;;;;;;;;;;;;;;;;;0.6092000075645654;735.274;948.4000251802627;1.2898593247962837;0.3,10.0;29.31499931812286;82.50999999999999;2.8146000995808103;14.0,195.0;2.122648109981064;11000.0;10200.0;11900.0;;1.4;;;0.5;;120.0;59.0;2007A&A...469..807L;;;2012A&A...548A..79A;;;;2020yCat.9058....0E;2020yCat.9058....0E;2003A&A...399..663K;
SAX J1750.8-2900;267.6017916666666;-29.0375;0.1;2008ATel.1472....1T;0.4542124228161649;-0.9486373312558356;XB, AS?, XT;;0.0017;;;;;;;;;;;;;;17.8;0.2;;;;;;3.0;0.047267111312983;480.0;10155.052565443257;3.0,10.0;15.157999181747433;696.0000000000001;45.91635028177672;40.0,80.0;10.452961672473867;8000.0;;;;1.4;;;;;130.0;;;2007A&A...469..807L;;;;2008ATel.1472....1T;;2019ATel12751....1H;2019ATel12751....1H;2019ATel12751....1H;
EXO 1747-214;267.60212050824;-21.42221793097;0.0019597104735138812;2022yCat.1355....0G;6.997517274095555;2.951018009936858;XB, XT;;;;;;;4118590585673834624;20.29572;0.008405;2.132704;;16.892941109928085;0.08155002693335216;16.290929648745074;16.898419168260364;16.063590650680965;0.09089413009308003;;;;;;;;1010.0;;3.0,10.0;;22.3;;20.0,60.0;;5688.693605;2259.85132;7938.64844;;1.4;;;;;122.0;;;;;;2022yCat.1355....0G;2017yCat.2348....0M;;;;2018AJ....156...58B;
[ZGV2011] 5;267.68974999999995;-31.292361111111113;;2011A&A...533A..33Z;358.55516712785897;-2.1679037928323956;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GRS 1747-312;267.69525833333324;-31.274683333333332;1.0040915989391666;2010ApJS..189...37E;358.5727808995255;-2.1629176072188185;GC, DS, XB, EB, XT;0.515;;1747-3116;;;;;;;;;;;;;;;;;;;;1.4;0.16;984.0000000000001;6150.000000000001;0.5,12.0;192.0;720.0;3.75;20.0,40.0;4.878048780487805;9500.0;7000.0;12800.0;;1.4;;;2.240000009536743;;123.0;31.0;2007A&A...469..807L;;;;;;;2018MNRAS.477.2494V;2018MNRAS.477.2494V;2003A&A...399..663K;
IGR J17511-3057;267.786;-30.961305555555555;0.6;2009ATel.2216....1T;358.88209647501725;-2.069671538456066;XB, XP, XT, BO;0.144531;0.00408;J1751-3057;;;;;;;;;;;;;18.8;;;;;;;1.8540000111193513;5.543000086705163;361.007;65.12844927891524;0.2,12.0;;576.0000000000001;;20.0,100.0;6.4599303523322344;6900.0;;;;1.4;0.13;;;;;72.0;2003A&A...404..301R;2012ApJ...755...52P;;;;2009ATel.2233....1T;;2020yCat.9058....0E;2020yCat.9058....0E;2010MNRAS.409.1136A;2010A&A...509L...3B
XTE J1751-305;267.806375;-30.62327777777778;0.2;2002IAUC.7874....2W;359.18189037907746;-1.9121873469517285;XP, XT;0.029583333333333333;0.0023;J1751-3037;WD;;;;;;;;19.2;0.2;;;;;;;;;;0.98;0.0013771505454726002;337.33000000000004;244947.80262693623;0.2,12.0;3.0029999062418935;3.0029999062418935;1.0;17.0,60.0;3.4146341463414633;7600.0;6700.0;8500.0;85.0;1.4;0.035;;1.7999999523162842;;131.0;99.0;2007A&A...469..807L;2007A&A...469..807L;2021MNRAS.503.2776Y;;;2002IAUC.7874....2W;;2003ApJ...583L..99M;2003ApJ...583L..99M;2008MNRAS.383..411P;2003ApJ...598..431N
XTE J1752-223;268.06287499999996;-22.342333333333332;0.6;2009ATel.2263....1T;6.423174923549211;2.11424266620318;XT, BH;;;;M0;;;;21.2;0.3;;;;;;;19.6;;;;;;;0.8617000064676218;12.1796;855.2650000000001;70.22110742553122;0.2,12.0;14.728999590873718;266.5;18.093557431091718;14.0,195.0;3.0024390469255113;6000.0;3100.0;8000.0;;9.5;0.6;;;;;;;;2019MNRAS.482.2149L;;2010ATel.2775....1R;2019MNRAS.482.2149L;;2020yCat.9058....0E;2020yCat.9058....0E;2012MNRAS.423.2656R;2010ApJ...723.1817S
GX   1.1-01.0;268.06666666666666;-28.50611111111111;;2007A&A...469..807L;1.119288824585591;-1.0274994475523458;XT;;;1RXS J175229.0-282951;;;;;;;;;;;;;;;;;;;;;;863.0;;3.0,10.0;;19.1;;20.0,60.0;;10000.0;;;;;;;;;133.0;;;;;;;;;;;1998A&ARv...8..279C;
SAX J1752.3-3138;268.09999999999997;-31.628333333333334;174.0;2001A&A...378L..37C;358.44418553462094;-2.6401770208387534;XB;;;;;;;;;;;;;;;;;;;;;;;;;23900.0;;3.0,10.0;;7010.000000000001;;20.0,60.0;;9000.0;;;;1.4;;;;;132.0;;;;;;;;;;;2001A&A...378L..37C;
Swift J175233.9-290952;268.1415416666666;-29.164527777777778;4.6;2017ATel10355....1B;0.5857555286304041;-1.4190191635831293;XT;;;;;;;;;;;;;;;;;;;;;;;0.7616999974266596;0.00926622;2.217000021065285;239.25613907993605;0.3,10.0;;;;;2.6540069596747724;;;;;;;;;;;;;;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;;
SWIFT J1753.5-0127;268.36787888657;-1.45175364344;8.423229784352318e-05;2022yCat.1355....0G;24.897663494481833;12.185944439649441;RP, BH?, XT, MQ?, PSH;0.13517916666666666;;J1753-0127;K0V/G0V;16.459999084472656;0.019999999552965164;4178766135477201408;16.714924;0.007399;0.817434;;15.350000381469727;0.05999999865889549;15.109999656677246;0.07000000029802322;14.729999542236328;0.15000000596046448;J175328.29-012706.2;14.979999542236328;0.019999999552965164;14.371999740600586;0.01899999938905239;0.2628000127258294;4.67842;560.1479999999999;119.73016531222078;0.2,12.0;855.7120021820068;1781.9;2.0823594801244782;14.0,195.0;0.02290000021457672;8800.0;2500.0;20800.0;;7.4;;0.30000001192092896;0.36000001430511475;;134.0;78.0;2008ApJ...681.1458Z;;2007ApJ...659..549C;2007ApJ...659..549C;2022yCat.1355....0G;2007ApJ...659..549C;2021ApJS..253....8M;2020yCat.9058....0E;2022yCat.1355....0G;2019MNRAS.489.3116A;2016MNRAS.463.1314S
SAX J1753.5-2349;268.38279166666666;-23.82078611111111;0.7;2017MNRAS.471.2508S;5.2985470335450495;1.1099134847019585;XT, XB;0.625;;;;;;;;;;;;;18.58;0.03;17.44;0.02;;;;;;2.0999999999999996;0.020426543960966694;23694.790994721367;1160000.0;2.0,10.0;;;;;7.317073170731707;9000.0;;;;1.4;;;;;135.0;;2017MNRAS.471.2508S;;;;;2017MNRAS.471.2508S;;2009ATel.1975....1D;2009ATel.1975....1D;2001A&A...378L..37C;
AX J1754.2-2754;268.5602916666666;-27.909816666666664;0.3;2017MNRAS.471.2508S;1.853980770842865;-1.0996331472082614;XT, XB;0.225;;;;;;;;;;;;;;;18.12;0.15;;;;;;2.0;2.4197104150676;10.3191;4.264601224899763;0.2,12.0;4.862000051140785;4.862000051140785;1.0;17.0,60.0;6.968641114982578;9200.0;6300.0;9600.0;;1.4;;;;;;;2017MNRAS.471.2508S;;;;;2017MNRAS.471.2508S;;2007AstL...33..807C;2007AstL...33..807C;2007AstL...33..807C;
XTE J1755-324;268.8691666666667;-32.4775;;2007A&A...469..807L;358.0392593973018;-3.631431901203207;XT;;;;;10.789999961853027;0.05000000074505806;;;;;;;;;;;;;;;;;;;2750.0;;3.0,10.0;;60.8;;20.0,60.0;;;;;;;;;;;137.0;;;;;2012A&A...548A..79A;;;;;;;
AX J1755.7-2818;268.92846415145;-28.30260153483;0.00027287603412538814;2022yCat.1355....0G;1.6786909836596935;-1.578210247058719;;;;;;;;4063384450408345216;18.685217;0.005929;2.183311;;16.036473356647257;0.14889719594775894;15.168715356041151;15.746833928105007;15.017614835812157;0.12026015581398894;;;;;;0.0649193998426199;;;;;;;;;0.22619999945163727;705.6265;678.8819;725.749;;;;;;;;;;;;;2022yCat.1355....0G;2017yCat.2348....0M;;2022yCat.1355....0G;2022yCat.1355....0G;2022yCat.1355....0G;
CXOGBS J175553.2-281633;268.97192429912;-28.2760989129;5.5254773549440956e-05;2022yCat.1355....0G;1.7208650734353979;-1.5979499575048621;;;;;;16.42799949645996;;4062657359687091584;16.223782;0.004082;1.381712;;14.369082851174436;0.02594481514375887;13.694111558590942;14.209093968140426;13.571503423250054;0.0271739761141496;;;;;;0.22519569799999997;;;;;;;;;0.784654;897.812;821.3770000000001;921.895;;;;;;;;;;;;2012AcA....62..133U;2022yCat.1355....0G;2017yCat.2348....0M;;2022yCat.1354....0A;2022yCat.1354....0A;2022yCat.1354....0A;
SWIFT J1756.9-2508;269.2383333333333;-25.107805555555558;0.3;2007ATel.1132....1B;4.5801617700524835;-0.2117424918351056;XP, XT;0.03799;0.005493;J1756-2506;;;;;;;;;;;;;21.0;0.1;;;;;;6.0;161.751;161.751;1.0;0.2,12.0;;278.02155512570073;;15.0,50.0;20.905923344947734;8500.0;;;;1.4;0.007000000216066837;;;;;94.0;2003A&A...404..301R;2003A&A...404..301R;;;;2007ATel.1132....1B;;2021MNRAS.500.5603K;2021MNRAS.500.5603K;2021MNRAS.500.5603K;2007ApJ...668L.147K
1RXS J175721.2-304405;269.3375804;-30.7344612;1.0055058785877982;2010ApJS..189...37E;359.75112198895135;-3.1051516188221098;XT, EB;;;;;;;;;;;;;;;;;;;;;;;0.92;;30.774624187252876;;2.0,12.0;;;;;3.205574912891986;8000.0;;;;;;;;;;;;;;;;;;2013AdSpR..51.1278M;2013AdSpR..51.1278M;2013AdSpR..51.1278M;
IGR J17585-3057;269.6242535473;-30.95042555529;0.0005313135514929014;2022yCat.1355....0G;359.68626725065656;-3.4261327273130697;;;;;;;;4044163406621956992;19.736252;0.00919;2.686592;;16.012;0.083;14.968;0.059;14.159;0.036;J175829.80-305702.3;11.733;0.01;11.191;0.009;1.7739999813685834;;;;;6.434999829530716;6.434999829530716;1.0;17.0,60.0;6.181184604071719;7051.370605;2724.95581;11078.1709;;;;;1.302;;;;;;;;2022yCat.1355....0G;2017yCat.2348....0M;2021ApJS..253....8M;2020yCat.9058....0E;2020yCat.9058....0E;2018AJ....156...58B;
4U 1755-33;269.66678157117;-33.80750913108;0.0005823563943153712;2022yCat.1355....0G;357.2154885506285;-4.872424933969367;BH?, DS, XT, US;0.18333333333333335;;V4134 Sgr;;18.5;;4042473487415175168;19.538963;0.007781;0.740147;;;;;;;;;;;;;;;3640.0;;3.0,10.0;;600.0;;20.0,60.0;;8439.67771;4888.27441;11526.1973;;;;0.699999988079071;0.5;;136.0;63.0;2007A&A...469..807L;;;2007A&A...469..807L;2022yCat.1355....0G;;;;;2018AJ....156...58B;
IGR J17591-2342;269.7619583333333;-23.718944444444443;0.03;2018ATel11970....1S;6.021279995692946;0.0701204144888379;XT, XP;0.3668287037037037;0.001897;;G?;;;;;;;;;;19.56;0.07;18.37;0.07;;;;;;3.6;;200.0;;3.0,10.0;;380.0;;20.0,60.0;12.543554006968641;7600.0;6900.0;8300.0;30.0;1.4;0.95;;;;;;2018A&A...617L...8S;2018A&A...617L...8S;2018A&A...617L...8S;;;2018ATel11970....1S;;2018A&A...617L...8S;2018A&A...617L...8S;2020A&A...641A..37K;2018A&A...617L...8S
IGR J17597-2201;269.9396583333333;-22.027633333333334;0.11;2018A&A...618A.150F;7.569528631778335;0.7704216035762071;XB, DS;;;XTE J1759-220;G8-K0III;;;;;;;;16.525;0.018;14.791;0.009;13.865;0.009;;;;;;3.869000106037496;2.3065129617822;12000.0;5202.658818239556;3.0,10.0;18.98;39.46799986362457;2.079452047609303;17.0,60.0;13.480836606402425;7500.0;5000.0;10000.0;;1.4;;;;;141.0;;;;2018A&A...618A.150F;;;2008MNRAS.391..136L;;2020yCat.9058....0E;2020yCat.9058....0E;2005A&A...430..997L;
GX 5-1;270.2842583333333;-25.07846111111111;0.35;2000MNRAS.315L..57J;5.077830584758928;-1.0182300268231677;ZS, RP;;;3U 1758-25;G?;11.079999923706055;0.03999999910593033;4064425722307189888;11.206171;0.002762;1.000746;18010972-2504441;16.771;0.045;15.628;0.05;14.928;0.055;J180109.72-250444.4;9.430000305175781;0.012000000104308128;9.503999710083008;0.00800000037997961;2.75;;11882.414606315093;;3.0,10.0;;102.84018732876768;;20.0,100.0;0.38839998841285706;4700.0;1900.0;6000.0;;1.4;;;4.5;;139.0;;;;2003MNRAS.340L..13B;2012A&A...548A..79A;2022yCat.1355....0G;2017yCat.2348....0M;2021ApJS..253....8M;2019RAA....19..114B;2022yCat.1355....0G;2018ApJ...852..121C;
GRS 1758-258;270.3016666666666;-25.74338888888889;0.28284271247461906;2014ApJ...797L...1L;4.50776467003375;-1.3610741605927543;MQ, RP, BH?, XT, US;0.58;;1758-2544;A5V?;;;;;;;;17.400000000000002;0.02;19.060000000000002;0.01;;;;;;;;2.5;20.640000125693447;733.062;35.5165695511531;0.2,12.0;6.09;1420.71;233.28571428571428;14.0,195.0;8.710801393728222;8500.0;;;;10.0;2.0;;3.200000047683716;;140.0;3.0;2016A&A...596A..46M;;2016A&A...596A..46M;;;2014ApJ...797L...1L;;2022ApJ...936....3J;2022ApJ...936....3J;2002A&A...391..923G;2022ApJ...936....3J
GX 9+1;270.3839583333333;-20.5295;0.16;2011A&A...533A...3C;9.075965961305622;1.153943551276542;AS;;;3U 1758-20;;;;;;;;;16.754;0.027;15.667;0.028;15.084;0.029;;;;;;0.8;;9586.831375382904;;0.1,18.0;;;;;2.7874564459930316;4400.0;3100.0000000000005;5700.0;;1.4;;;3.700000047683716;;138.0;;;;;;;2008MNRAS.391..136L;;2005A&A...439..575I;2005A&A...439..575I;2005A&A...439..575I;
MAXI J1803-298;270.76162;-29.83046;0.61;2021ATel14591....1G;1.1471846421040506;-3.7275010774483293;XT, BH?;0.32083333333333336;;;em;19.611;0.102;;20.704;0.546;;;;;;;;;;;;;;0.32;10.405791420785215;9181.580665398718;882.3529411764705;2.0,10.0;;;;;1.1149825783972125;8000.0;6000.0;11000.0;70.0;5.8;;;;;;;2021ATel14606....1H;;2014yCat....1.2023S;2002AcA....52..217U;2013yCat.1324....0S;;;2021ATel14602....1B;2021ATel14602....1B;2022ApJ...926L..10M;2022ApJ...927..151S
1RXS J180408.9-342058;271.03488;-34.34767;0.5;2015ATel.7100....1B;357.2972730745902;-6.125091948827858;XT, XB, AS;0.027777777777777776;;;H/He WD?;17.1;0.1;4042163562572848384;17.621851;0.119286;0.78993;;15.79;0.12;;;14.68;0.26;;;;;;0.3581000089006724;0.0678647;1073.73;15821.627444017287;0.2,12.0;;1428.5011643146183;;15.0,50.0;1.2477352226504266;;5800.0;;;1.4;;;0.48;;;;2016A&A...587A.102B;;2016A&A...587A.102B;2015ATel.7100....1B;2022yCat.1355....0G;2016A&A...587A.102B;;2020yCat.9058....0E;2020yCat.9058....0E;;
SAX J1805.5-2031;271.3916666666666;-20.513333333333332;114.0;2002IAUC.7843....1L;9.55423692413727;0.3401611325544328;XT;;;;;;;;;;;;;;;;;;;;;;;;;539.0;;3.0,10.0;;655.0;;20.0,60.0;;;;;;;;;7.199999809265137;;143.0;;;;;;;;;;;;
SAX J1806.5-2215;271.6340416666667;-22.238144444444444;0.05830951894845301;2017MNRAS.464..170K;8.159359079645965;-0.6992124447670549;XB, XT;0.16666666666666666;;;K;;;;;;;;;;17.94;0.06;17.22;0.02;;;;;;5.6;;280.0;;2.0,10.0;;240.0;;20.0,60.0;19.51219512195122;8000.0;;;;1.4;;;;;144.0;;2017MNRAS.471.2508S;;2017MNRAS.464..170K;;;2017MNRAS.471.2508S;;2011ATel.3202....1D;2011ATel.3202....1D;2002A&A...392..931C;
XTE J1806-246;271.7113333333333;-24.591277777777776;0.8009993757800316;1998IAUC.6900....2H;6.138308480742304;-1.9074696528949158;XB, AS, XT, RP;0.375;;2S 1803-245;;22.0;;;;;;;;;;;;;;;;;;1.4700000000000002;;3630.0;;3.0,10.0;;60.8;;20.0,60.0;5.121951219512195;7300.0;6600.0;8000.0;;1.4;;;;;142.0;;2007MNRAS.380.1637C;;;1998IAUC.6905R...1H;;;;2007MNRAS.380.1637C;2007MNRAS.380.1637C;2007MNRAS.380.1637C;
XTE J1807-294;271.74904166666664;-29.40836111111111;0.3;2009A&A...508..297D;1.935220948129729;-4.27249654966847;XP, XT;0.027833333333333335;0.00525;J1806-2924;C/O WD;24.3;;;;;;;;;;;;;;;;;;0.63;0.0025682860271945477;480.0;186895.07123329453;0.5,10.0;5.433999931812286;205.46288217556383;37.810615523331485;20.0,100.0;2.1951219512195124;5500.0;3000.0;8000.0;60.0;1.47;0.022;;0.79;;145.0;101.0;2007A&A...469..807L;2007A&A...469..807L;2005A&A...436..647F;2009A&A...508..297D;;;;2003ApJ...594L..39C;2003ApJ...594L..39C;2005A&A...436..647F;2005A&A...436..647F
MAXI J1807+132;272.0314404034;13.25150285125;0.06004785960556796;2022yCat.1355....0G;40.123123953968864;15.501666957430713;XB, XT;;;;;;;4497207964419829632;20.07858;0.11402;-0.564186;;;;;;;;;;;;;0.21150000195166138;1.578999951623583;6.9225900000000005;4.384160995623813;0.2,12.0;;;;;0.7369338047096216;;;12400.0;;1.4;;;;;;;;;;;2022yCat.1355....0G;;;2020yCat.9058....0E;2020yCat.9058....0E;2021MNRAS.501..261A;
SAX J1808.4-3658;272.115179;-36.9786373;1.0040915989391666;2010ApJS..189...37E;355.3854607921857;-8.148400353604607;XP, BO, XB, RP, XT;0.083923625;0.00249;XTE J1808-369;M-G?;19.2;0.15;;;;;;;;15.04;0.04;;;;;;;;0.12910000395946777;0.004685030000000001;1024.3500000000001;218643.2103956645;0.2,12.0;7.1499999999999995;36.8;5.1468531468531475;14.0,195.0;0.4498257977681804;3500.0;3400.0;3600.0;50.0;1.4;0.23;0.30000001192092896;0.20000000298023224;;146.0;87.0;2007A&A...469..807L;2007A&A...469..807L;2009A&A...508..297D;2022ATel15603....1B;;2015ATel.7469....1B;;2020yCat.9058....0E;2020yCat.9058....0E;2006ApJ...652..559G;2009A&A...508..297D
XMMU J180916.5-255425;272.31887499999993;-25.907027777777778;0.5;2011ApJ...738..129G;5.252406045618067;-3.0254047296726014;GC, QNS;;;;;;;;;;;;;;;;;;;;;;;0.35;0.0013238119724973002;0.0958951837104256;72.43867384695464;0.5,10.0;;;;;1.2195121951219512;5332.0;5207.0;5460.0;;1.4;;;;;;;;;;;;;;2011ApJ...738..129G;2011ApJ...738..129G;2021MNRAS.505.5957B;
XTE J1810-189;272.58691666666664;-19.069777777777777;1.3663678613360564;2008ATel.1490....1C;11.36238257283595;0.05866202536389585;XT, XB;;;;;;;;;;;;14.68;0.05;13.01;0.06;12.32;0.05;;;;;;6.0;;390.0;;0.5,10.0;21.16400027275085;82.09;3.878756328768943;14.0,195.0;20.905923344947734;5500.0;3500.0;8700.0;;1.4;;;18.3;;;;;;;;;2008ATel.1441....1S;;2020ATel14009....1B;2020ATel14009....1B;2015MNRAS.450.2915W;
4U 1807-10;272.675;-10.866666666666667;;2003A&A...411L..59E;18.599483826007294;3.932448766387511;XT, XB;242.18;4.45;1H 1739-126;;16.399999618530273;;;;;;;;;;;;;;;;;;0.3998812818711744;;177.0;;3.0,10.0;;189.0;;20.0,60.0;1.3933145709797017;;;;;;;0.9600009918212891;;;;;2008int..workE..78B;2008int..workE..78B;;;;;;2016A&A...594A.116H;2016A&A...594A.116H;;
SAX J1810.8-2609;272.68529166666667;-26.15047222222222;0.6;2012ApJ...761..118Z;5.197122751236736;-3.4311454140953717;XB, XT;;;;;21.645;0.368;4064636102946481408;20.822;0.508;;18104463-2608425;11.026000022888184;0.03799999877810478;10.019000053405762;0.039000000804662704;9.647000312805176;0.03700000047683716;J181044.62-260842.5;9.442000389099121;0.014000000432133675;9.694000244140625;0.010999999940395355;0.405060894;;31200.000000000004;;3.0,10.0;5.090000000000001;648.0;127.30844793713163;20.0,40.0;1.411362;4900.0;4600.0;5200.0;;;;;0.800000011920929;;147.0;;;;;2002AcA....52..217U;2013yCat.1324....0S;2003yCat.2246....0C;2021ApJS..253....8M;2022yCat.1354....0A;2022yCat.1354....0A;2000ApJ...536..891N;
[RPK2014] 1;273.0405647;-19.0406855;1.0401562493352792;2010ApJS..189...37E;11.594419647930804;-0.30309258351965906;;;;;;;;;;;;;;;;;;;;;;;;;0.11758507972855;0.168109;1.429679687151521;0.2,12.0;;;;;;;;;;;;;;;;;;;;;;;;;;;
XMMU J181227.8-181234;273.116531;-18.209773;0.77814;2020A&A...641A.136W;12.357760909170057;0.03293231071263179;XT;;;;;;;;;;;;;;;;;;;;;;;;202.806;737.379;3.6358835537410132;0.2,12.0;;;;;;;;;;;;;;;150.0;;;;;;;;;;;;
MAXI J1810-222;273.1656666666666;-22.32358888888889;0.2823118842698621;2022MNRAS.513.6196R;8.769753055370202;-1.98123081999314;BH?, XT;;;;;;;;;;;;;;;;;;;;;;;1.0;72.0;344.0;4.777777777777778;0.5,10.0;24.0;504.0;20.0;15.0,50.0;3.484320557491289;8000.0;6000.0;10000.0;;;;;;;;;;;;;;;;2022MNRAS.513.6196R;2022MNRAS.513.6196R;2022MNRAS.513.6196R;
XTE J1814-338;273.4126666666666;-33.77286111111111;0.3;2009A&A...508..297D;358.7460853465547;-7.588492494719666;XB, XP, XT;0.17810916666666665;0.0032;J1813-3346;G-K?;23.3;;;;;;;;;;;;;;;;;;0.167;0.0058278;21300.000000000004;3654895.5008751163;0.2,12.0;;;;;0.5818815331010453;8000.0;6400.0;9600.0;;1.4;0.2;0.2800000011920929;0.29;;152.0;64.0;2007A&A...469..807L;2007A&A...469..807L;2009A&A...508..297D;2009A&A...508..297D;;;;2005ApJ...627..910K;2005ApJ...627..910K;2003ApJ...596L..67S;2017MNRAS.466.2261W
SRGA J181414.6-225604;273.56145892015;-22.93873976504;0.00015799471510148687;2022yCat.1355....0G;8.403580291065268;-2.596045798572418;XT;1502.0;;IRAS 18111-2257;M7-M8;;;4066460746608630912;16.0141;0.0607;5.0461;18141475-2256195;8.324999809265137;0.027000000700354576;6.931000232696533;0.03799999877810478;6.1539998054504395;0.017999999225139618;J181414.78-225619.4;5.7220001220703125;0.050999999046325684;4.916999816894531;0.039000000804662704;6.0;6.0;22.000000000000004;3.666666666666667;4.0,12.0;;;;;20.905923344947734;14600.0;12300.0;17500.0;;;;;0.7;;;;2022ApJ...935...36D;;2022ApJ...935...36D;;2018A&A...616A...1G;2003yCat.2246....0C;2021ApJS..253....8M;2022ApJ...935...36D;2022ApJ...935...36D;2022ApJ...935...36D;
GX 13+1;273.62949999999995;-17.157249999999998;0.6;2010ApJS..189...37E;13.51578005841673;0.10808078135393352;RP, XB?, AS;24.066666666666666;;4U 1811-17;K5III;12.729999542236328;0.09000000357627869;;;;;;;;;;11.869999885559082;;;;;;;1.9800000000000002;115.002;64689.99913522566;562.5119487941572;0.3,10.0;;;;;6.898954703832754;5600.0;3800.0;12000.0;;;;;5.699999809265137;;148.0;2.0;2007A&A...469..807L;;1999MNRAS.306..417B;2012A&A...548A..79A;;2006IBVS.5721....1K;;2018ApJ...852..121C;2018ApJ...852..121C;2018ApJ...852..121C;
4U 1812-12;273.77574999999996;-12.096416666666666;0.6;2010ApJS..189...37E;18.032681308059363;2.3976491604626156;XB, AS;0.07916666666666666;;Ser X-2;;;;;;;;;;;;;;;;;;;;1.4919999975313667;480.0;48000.0;100.0;1.0,10.0;6.15;624.0;101.46341463414635;20.0,60.0;5.198606263175494;4000.0;3400.0;4600.0;;1.4;;;2.0;;149.0;;2022ApJ...931L...9A;;;;;;;2020yCat.9058....0E;2020yCat.9058....0E;2004MNRAS.354..355J;
GX 17+2;274.00578749999994;-14.036283333333333;0.07211102550927978;1999ApJ...524..406D;16.43218463272607;1.2776419707905262;XB, ZS, RP;;;3U 1813-14;K-G?;17.5;;;;;;;;;;;18.3;;;;;;;2.0;;10300.0;;3.0,10.0;;1700.0;;20.0,60.0;6.968641114982578;14000.0;11900.0;16000.0;;;;;2.0;;151.0;21.0;;;2002ApJ...574L.143C;1976ApJ...203..448D;;2002ApJ...574L.143C;;2000ApJ...544L.119D;2000ApJ...544L.119D;2004MNRAS.354..355J;
MAXI J1816-195;274.218333;-19.632583;0.3;2022ATel15479....1D;11.605143163071105;-1.5621643171005182;XT, XB, XP, RP?;0.20141435185185186;0.0018917896329928112;;;;;;;;;;;;;;16.36;0.11;;;;;;1.82;;3210.0;;0.2,12.0;;;;;6.341463414634147;7550.0;6500.0;8600.0;;1.4;0.55;;;;;;2022ATel15431....1B;2022ApJ...935L..32B;;;;2022ATel15479....1D;;2022ATel15426....1C;2022ATel15426....1C;2022ApJ...935L..32B;2022ApJ...935L..32B
